username,noEdits,noItems,noBatchEdits,noOntoEdits,noPropEdits,noCommEdits,noTaxoEdits,minTime,timeframe,userAge
82.170.182.74,3,2,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
86.66.180.48,3,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Aplasia,3,1,0.0,0.0,0.0,0.0,0,2012-10-30 17:05:21,2013-01-01,1494.0
Ort43v,3,1,0.0,0.0,0.0,0.0,0,2012-12-07 15:33:07,2013-01-01,584.0
93.203.212.69,3,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
SMcCandlish,3,2,0.0,0.0,0.0,1.0,0,2008-09-01 21:41:42,2013-01-01,37970.0
194.95.119.139,3,2,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Ali1,3,2,0.0,0.0,0.0,0.0,0,2012-12-04 17:45:09,2013-01-01,654.0
Another Believer,3,2,0.0,0.0,0.0,0.0,0,2012-12-20 19:42:05,2013-01-01,268.0
Leag,3,3,0.0,0.0,0.0,2.0,0,2012-10-30 12:23:19,2013-01-01,1499.0
Strannik27,3,1,0.0,0.0,0.0,0.0,0,2012-12-03 07:06:48,2013-01-01,688.0
Holder,3,2,0.0,0.0,0.0,4.0,0,2012-12-08 12:22:29,2013-01-01,563.0
Nick168~wikidatawiki,3,2,0.0,0.0,0.0,0.0,0,2012-12-16 23:52:13,2013-01-01,360.0
87.175.168.23,3,2,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
184.151.63.185,3,2,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Osiris,3,2,0.0,0.0,0.0,0.0,0,2012-11-09 11:45:16,2013-01-01,1260.0
Alter Fritz,3,2,0.0,0.0,0.0,0.0,0,2012-12-07 20:04:09,2013-01-01,579.0
Naveen kembanur,3,1,0.0,0.0,0.0,0.0,0,2012-12-08 16:13:41,2013-01-01,559.0
Don-kun,3,3,0.0,0.0,0.0,0.0,0,2012-10-30 22:04:46,2013-01-01,1489.0
87.221.76.177,3,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
188.56.167.65,3,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Esceptic0,3,1,0.0,0.0,0.0,0.0,0,2012-11-08 21:31:44,2013-01-01,1274.0
Bennylin,3,2,0.0,0.0,0.0,14.0,0,2012-11-08 08:47:06,2013-01-01,1287.0
77.202.3.251,3,3,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Pólux,3,2,0.0,0.0,0.0,0.0,0,2012-12-21 02:21:50,2013-01-01,261.0
John Erling Blad (WMDE),3,3,0.0,0.0,0.0,9.0,0,2012-11-02 09:53:42,2013-01-01,1430.0
77.202.3.164,2,2,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
129.24.94.151,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Silke WMDE,2,1,0.0,0.0,0.0,0.0,0,2012-10-30 09:58:37,2013-01-01,1502.0
93.23.18.79,2,2,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Leimeisei~wikidatawiki,2,2,0.0,0.0,0.0,0.0,0,2012-12-09 00:08:05,2013-01-01,551.0
217.252.100.31,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
91.58.181.15,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
85.178.1.6,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Mathematicair,2,2,0.0,0.0,0.0,2.0,0,2012-12-06 21:02:44,2013-01-01,602.0
Imdad.ahmed,2,1,0.0,0.0,0.0,0.0,0,2012-12-08 18:47:52,2013-01-01,557.0
188.23.159.161,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Pequod76,2,1,0.0,0.0,0.0,3.0,0,2012-12-23 11:49:30,2013-01-01,204.0
85.241.15.219,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Ebe123,2,2,0.0,0.0,0.0,0.0,0,2011-07-14 20:44:45,2013-01-01,12867.0
Maximilianklein,2,1,0.0,0.0,0.0,0.0,0,2012-12-07 18:54:46,2013-01-01,581.0
193.55.52.2,2,2,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Signalwerk,2,2,0.0,0.0,0.0,1.0,0,2012-12-21 23:15:09,2013-01-01,240.0
117.57.119.202,2,2,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Zebulon84,2,1,0.0,0.0,0.0,0.0,0,2012-12-17 05:05:59,2013-01-01,354.0
Sikky,2,1,0.0,0.0,0.0,0.0,0,2012-12-12 19:06:49,2013-01-01,460.0
75.36.162.157,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
176.28.87.177,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
85.1.248.32,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Althiphika,2,2,0.0,0.0,0.0,0.0,0,2012-12-04 20:23:21,2013-01-01,651.0
91.55.34.204,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
81.249.233.125,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
86.76.195.121,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
93.220.80.111,2,2,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
84.186.249.91,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
24.200.114.2,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Ra'ike,2,2,0.0,0.0,0.0,0.0,0,2012-12-16 22:34:44,2013-01-01,361.0
85.179.38.129,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
194.174.73.33,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Li3939108,2,2,0.0,0.0,0.0,0.0,0,2012-12-31 14:41:09,2013-01-01,9.0
Dank,2,2,0.0,0.0,0.0,0.0,0,2012-12-03 23:11:29,2013-01-01,672.0
Alug,2,1,0.0,0.0,0.0,0.0,0,2012-12-08 01:40:13,2013-01-01,574.0
TheGeneralUser,2,2,0.0,0.0,0.0,0.0,0,2012-12-24 12:53:06,2013-01-01,179.0
132.185.161.100,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Flominator,2,2,0.0,0.0,0.0,2.0,0,2012-12-04 12:20:28,2013-01-01,659.0
Catalaalatac,2,1,0.0,0.0,0.0,0.0,0,2012-12-29 23:23:01,2013-01-01,48.0
84.156.165.162,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Stratoprutser,2,1,0.0,0.0,0.0,3.0,0,2012-12-09 18:58:28,2013-01-01,533.0
Meisam,2,2,0.0,0.0,0.0,0.0,0,2012-12-30 18:21:25,2013-01-01,29.0
79.214.101.134,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
LavixCanvas,2,1,0.0,0.0,0.0,0.0,0,2012-12-21 10:25:01,2013-01-01,253.0
Gloumouth1,2,2,0.0,0.0,0.0,0.0,0,2012-10-30 14:07:20,2013-01-01,1497.0
Jens Ohlig,2,2,0.0,0.0,0.0,0.0,0,2012-10-29 18:08:27,2013-01-01,1517.0
80.98.35.104,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Olivier Cheminet,2,1,0.0,0.0,0.0,0.0,0,2012-12-29 13:58:00,2013-01-01,58.0
Maćko,2,1,0.0,0.0,0.0,0.0,0,2012-10-30 23:42:26,2013-01-01,1488.0
86.140.151.59,2,2,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
WTM,2,1,0.0,0.0,0.0,1.0,0,2012-10-30 15:34:58,2013-01-01,1496.0
82.48.138.16,2,2,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
ShreCk,2,1,0.0,0.0,0.0,0.0,0,2012-12-13 19:37:30,2013-01-01,436.0
86.76.9.135,2,2,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Rancalred,2,2,0.0,0.0,0.0,0.0,0,2012-12-19 22:50:47,2013-01-01,289.0
95.180.36.82,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
178.2.152.72,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
BinBot,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Pjacobi,2,1,0.0,0.0,0.0,0.0,0,2012-12-19 10:41:26,2013-01-01,301.0
Reinhard Müller,2,2,0.0,0.0,0.0,0.0,0,2012-12-03 18:05:00,2013-01-01,677.0
84.186.254.8,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
83.77.15.9,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
90.20.94.60,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
155.158.53.249,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Rock drum,2,1,0.0,0.0,0.0,0.0,0,2012-11-01 18:19:31,2013-01-01,1445.0
123.119.244.156,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Euterpia,2,1,0.0,0.0,0.0,0.0,0,2012-10-30 12:33:27,2013-01-01,1499.0
84.176.144.192,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
63.221.152.69,2,1,0.0,0.0,0.0,1.0,0,0,2013-01-01,0.0
Lupo rosso,2,1,0.0,0.0,0.0,0.0,0,2012-12-11 18:47:33,2013-01-01,485.0
Pathoschild,2,2,0.0,0.0,0.0,0.0,0,2006-05-11 04:12:21,2013-01-01,58243.0
86.162.39.90,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
84.144.16.64,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Jmvkrecords,2,1,0.0,0.0,0.0,0.0,0,2012-11-07 08:37:06,2013-01-01,1311.0
2.86.14.117,2,2,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
85.181.82.32,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Myr,2,1,0.0,0.0,0.0,1.0,0,2012-12-24 21:33:56,2013-01-01,170.0
Thine Antique Pen,2,2,0.0,0.0,0.0,1.0,0,2012-11-23 23:24:57,2013-01-01,912.0
83.84.219.237,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
84.185.192.8,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
83.203.247.174,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
213.219.161.94,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Tntchn,2,1,0.0,0.0,0.0,0.0,0,2012-12-01 12:42:45,2013-01-01,731.0
85.241.186.93,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Totodu74,2,1,0.0,0.0,0.0,0.0,0,2012-10-30 14:22:27,2013-01-01,1497.0
JamesA,2,1,0.0,0.0,0.0,0.0,0,2012-10-31 06:51:19,2013-01-01,1481.0
DerHexer,2,2,0.0,0.0,0.0,2.0,0,2009-03-05 14:45:18,2013-01-01,33537.0
Peter Weis,2,2,0.0,0.0,0.0,0.0,0,2012-10-31 09:05:53,2013-01-01,1478.0
Tmv23,2,1,0.0,0.0,0.0,0.0,0,2012-12-24 22:44:36,2013-01-01,169.0
Reedy,2,2,0.0,0.0,0.0,1.0,0,2012-10-29 17:41:05,2013-01-01,1518.0
89.204.154.56,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
FallingGravity,2,1,0.0,0.0,0.0,0.0,0,2012-12-03 03:19:38,2013-01-01,692.0
84.223.139.156,2,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
MercurioMT,2,2,0.0,0.0,0.0,0.0,0,2012-11-06 22:11:29,2013-01-01,1321.0
Gyrostat,2,1,0.0,0.0,0.0,0.0,0,2012-10-30 12:48:51,2013-01-01,1499.0
King of Hearts,2,2,0.0,0.0,0.0,0.0,0,2012-12-02 09:14:39,2013-01-01,710.0
Karmela,2,1,0.0,0.0,0.0,0.0,0,2012-12-01 00:35:25,2013-01-01,743.0
Ninovolador,1,1,0.0,0.0,0.0,0.0,0,2012-12-17 03:31:35,2013-01-01,356.0
174.19.165.112,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
80.219.56.38,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Zanka,1,1,0.0,0.0,0.0,7.0,0,2012-10-31 13:55:57,2013-01-01,1474.0
Léna,1,1,0.0,0.0,0.0,1.0,0,2012-12-16 11:56:15,2013-01-01,372.0
T.A Shirakawa,1,1,0.0,0.0,0.0,0.0,0,2012-12-30 12:15:13,2013-01-01,35.0
24.243.39.138,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Kozuch,1,1,0.0,0.0,0.0,0.0,0,2012-12-20 10:19:48,2013-01-01,277.0
Makecat,1,1,0.0,0.0,0.0,1.0,0,2012-12-16 10:40:37,2013-01-01,373.0
218.188.32.74,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
92.225.150.85,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
88.64.139.232,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
92.135.30.37,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Alan.ca,1,1,0.0,0.0,0.0,0.0,0,2012-12-08 17:30:29,2013-01-01,558.0
109.48.72.43,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
95.228.211.164,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Incarus,1,1,0.0,0.0,0.0,0.0,0,2012-12-17 13:55:53,2013-01-01,346.0
84.208.148.91,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
89.218.72.158,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
151.27.193.76,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Gondola,1,1,0.0,0.0,0.0,0.0,0,2012-11-16 21:41:55,2013-01-01,1082.0
Ort,1,1,0.0,0.0,0.0,0.0,0,2012-12-21 11:05:11,2013-01-01,252.0
115.241.95.25,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Richardbl,1,1,0.0,0.0,0.0,0.0,0,2012-11-17 14:41:31,2013-01-01,1065.0
57.66.175.6,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
82.59.126.131,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
2A01:E35:2E13:800:949B:1BF4:7CFD:8354,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Ofrahod,1,1,0.0,0.0,0.0,2.0,0,2012-12-25 12:51:29,2013-01-01,155.0
210.57.215.130,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
95.107.178.18,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Lucas,1,1,0.0,0.0,0.0,0.0,0,2012-11-14 13:49:20,2013-01-01,1138.0
91.42.204.173,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
86.183.28.192,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Theredmonkey,1,1,0.0,0.0,0.0,0.0,0,2012-10-31 12:35:08,2013-01-01,1475.0
Derehosrescalo,1,1,0.0,0.0,0.0,0.0,0,2012-12-25 04:02:46,2013-01-01,163.0
87.175.188.25,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Austereraj,1,1,0.0,0.0,0.0,0.0,0,2012-12-29 18:02:31,2013-01-01,53.0
107.195.119.79,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Dimetr,1,1,0.0,0.0,0.0,0.0,0,2012-11-05 02:45:39,2013-01-01,1365.0
124.244.143.252,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
70.51.153.171,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
86.140.150.167,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Jcfidy,1,1,0.0,0.0,0.0,0.0,0,2012-12-23 22:40:14,2013-01-01,193.0
1.164.208.85,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Loischantada,1,1,0.0,0.0,0.0,0.0,0,2012-12-01 14:48:35,2013-01-01,729.0
Siechfred,1,1,0.0,0.0,0.0,0.0,0,2012-12-23 13:45:01,2013-01-01,202.0
171.19.244.33,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
193.54.196.10,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Chrumps,1,1,0.0,0.0,0.0,0.0,0,2012-12-08 13:33:28,2013-01-01,562.0
85.181.100.179,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
114.79.17.17,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Marek Mazurkiewicz,1,1,0.0,0.0,0.0,0.0,0,2012-10-30 13:58:25,2013-01-01,1498.0
94.223.225.76,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Joergens.mi,1,1,0.0,0.0,0.0,0.0,0,2012-12-05 06:07:43,2013-01-01,641.0
Poul G,1,1,0.0,0.0,0.0,0.0,0,2012-11-02 21:59:26,2013-01-01,1418.0
151.71.104.87,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
93.23.14.110,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Jyothis,1,1,0.0,0.0,0.0,0.0,0,2012-12-27 03:02:49,2013-01-01,116.0
62.117.212.2,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
132.185.144.122,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Kiran Gopi,1,1,0.0,0.0,0.0,0.0,0,2012-12-10 12:10:52,2013-01-01,515.0
Pauli94,1,1,0.0,0.0,0.0,0.0,0,2012-12-17 23:27:31,2013-01-01,336.0
Stanqo,1,1,0.0,0.0,0.0,0.0,0,2012-12-05 17:14:07,2013-01-01,630.0
Tokvo,1,1,0.0,0.0,0.0,1.0,0,2012-11-25 21:54:17,2013-01-01,866.0
120.192.229.181,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
189.4.255.118,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
84.222.178.220,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
AdamBMorgan,1,1,0.0,0.0,0.0,0.0,0,2012-12-20 21:03:39,2013-01-01,266.0
Deadknife,1,1,0.0,0.0,0.0,0.0,0,2012-12-01 21:01:02,2013-01-01,722.0
DaB.,1,1,0.0,0.0,0.0,0.0,0,2012-10-30 15:47:48,2013-01-01,1496.0
Schwei2,1,1,0.0,0.0,0.0,0.0,0,2012-12-13 07:36:36,2013-01-01,448.0
141.76.181.183,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
90.56.136.145,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Champion,1,1,0.0,0.0,0.0,0.0,0,2012-12-20 02:44:52,2013-01-01,285.0
El Grafo,1,1,0.0,0.0,0.0,0.0,0,2012-12-03 12:58:40,2013-01-01,683.0
62.173.37.202,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Cyfraw,1,1,0.0,0.0,0.0,1.0,0,2012-12-23 04:41:51,2013-01-01,211.0
137.189.237.1,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Adrián Arroyo Calle,1,1,0.0,0.0,0.0,0.0,0,2012-12-06 18:57:35,2013-01-01,605.0
CauchyFolge,1,1,0.0,0.0,0.0,0.0,0,2012-12-24 22:35:12,2013-01-01,169.0
60.234.198.3,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
PabloCastellano,1,1,0.0,0.0,0.0,0.0,0,2012-11-16 02:56:53,2013-01-01,1101.0
160.44.238.22,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
36.68.191.66,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
JDMullins,1,1,0.0,0.0,0.0,0.0,0,2012-12-25 03:50:38,2013-01-01,164.0
Jackie,1,1,0.0,0.0,0.0,0.0,0,2012-12-13 14:04:08,2013-01-01,441.0
87.175.172.146,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Joe-Tomato,1,1,0.0,0.0,0.0,0.0,0,2012-12-20 11:24:22,2013-01-01,276.0
DrTrigonBot,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Balû,1,1,0.0,0.0,0.0,0.0,0,2012-11-07 15:16:24,2013-01-01,1304.0
Fredddie,1,1,0.0,0.0,0.0,0.0,0,2012-12-15 16:39:40,2013-01-01,391.0
Seti6908,1,1,0.0,0.0,0.0,0.0,0,2012-12-28 16:38:37,2013-01-01,79.0
174.28.102.227,1,1,0.0,0.0,0.0,5.0,0,0,2013-01-01,0.0
NeverDoING,1,1,0.0,0.0,0.0,0.0,0,2012-12-05 13:55:05,2013-01-01,634.0
CT Cooper,1,1,0.0,0.0,0.0,0.0,0,2012-12-26 14:16:05,2013-01-01,129.0
Lusum,1,1,0.0,0.0,0.0,0.0,0,2012-12-27 13:23:33,2013-01-01,106.0
Tchoř,1,1,0.0,0.0,0.0,0.0,0,2012-10-30 11:33:31,2013-01-01,1500.0
62.32.229.233,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
95.118.56.6,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
156.133.48.67,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Mabschaaf,1,1,0.0,0.0,0.0,1.0,0,2012-12-27 08:44:34,2013-01-01,111.0
Astigmatique,1,1,0.0,0.0,0.0,0.0,0,2012-11-24 11:31:40,2013-01-01,900.0
Cbrown1023,1,1,0.0,0.0,0.0,0.0,0,2012-12-14 01:47:26,2013-01-01,430.0
178.4.187.66,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Herbythyme,1,1,0.0,0.0,0.0,0.0,0,2012-12-07 11:56:08,2013-01-01,588.0
Tobias1984,1,1,0.0,0.0,0.0,0.0,0,2012-12-05 21:15:14,2013-01-01,626.0
62.156.47.249,1,1,0.0,0.0,0.0,6.0,0,0,2013-01-01,0.0
Mr. Ibrahem,1,1,0.0,0.0,0.0,0.0,0,2012-12-01 15:21:18,2013-01-01,728.0
Sumone's testing account,1,1,0.0,0.0,0.0,0.0,0,2012-12-19 03:14:42,2013-01-01,308.0
Genium,1,1,0.0,0.0,0.0,0.0,0,2012-11-11 20:56:30,2013-01-01,1203.0
Jfblanc,1,1,0.0,0.0,0.0,0.0,0,2012-12-29 12:07:10,2013-01-01,59.0
142.22.163.194,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
87.175.171.223,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
SPhotographer,1,1,0.0,0.0,0.0,0.0,0,2012-12-02 09:35:23,2013-01-01,710.0
Altostratus,1,1,0.0,0.0,0.0,5.0,0,2012-12-19 04:44:15,2013-01-01,307.0
213.30.234.26,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Badseed,1,1,0.0,0.0,0.0,0.0,0,2012-12-29 23:15:44,2013-01-01,48.0
Challengethelimits,1,1,0.0,0.0,0.0,0.0,0,2012-12-14 05:08:06,2013-01-01,426.0
MF-Warburg,1,1,1.0,0.0,0.0,0.0,0,2012-10-30 16:27:56,2013-01-01,1495.0
92.195.67.193,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Aros,1,1,0.0,0.0,0.0,0.0,0,2012-12-30 16:34:31,2013-01-01,31.0
Pilettes,1,1,0.0,0.0,0.0,2.0,0,2012-10-30 17:22:41,2013-01-01,1494.0
Fafik82,1,1,0.0,0.0,0.0,0.0,0,2012-11-21 06:17:03,2013-01-01,977.0
Wolfark89,1,1,0.0,0.0,0.0,0.0,0,2012-12-03 08:41:09,2013-01-01,687.0
92.226.59.130,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
115.108.96.166,1,1,0.0,0.0,0.0,1.0,0,0,2013-01-01,0.0
84.222.179.223,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
178.2.151.3,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
71.201.201.73,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Stillhart,1,1,0.0,0.0,0.0,0.0,0,2012-10-31 20:01:06,2013-01-01,1467.0
89.77.2.177,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
Emha,1,1,0.0,0.0,0.0,0.0,0,2012-12-04 13:02:24,2013-01-01,658.0
72.204.184.247,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
109.224.135.220,1,1,0.0,0.0,0.0,0.0,0,0,2013-01-01,0.0
